Rating,Parent Asin,Main Category,Product Title,Retailer,Review,Word Count,Sentence Count
1,B006LKUWZG,Health & Personal Care,"Cartmel Sticky Toffee Dessert Sauce, 6 oz.",Veoker,The Jars Were 7 years past best before date. The product I received had a best before date of 2011..7 years ago!!! It was completely crystallized in the jars. DISGUSTING!.,31,4
1,B007WWO4XS,Grocery,"McCormick Gourmet Organic Smoked Paprika, 1.62 Oz",McCormick Gourmet,Nothing special. Can’t tell the difference between this and regular paprika. I use it as part of a pastrami rub and can’t say it added anything,26,3
1,B086R3Y54N,Grocery,"HERSHEY'S Cadbury Mini Eggs Milk Chocolate With Crisp Shell Candy, Easter Bag (42 Oz.), 42 Oz",Cadbury,"Save your money and buy in store. Packaged came damaged with a big hole on the side. The candy was spilled all over the box. Obviously, can’t eat at that came already opened.",33,4
1,B08FF9FHF5,Grocery,"Maud's Chocolate Mocha Cappuccino Coffee (Mochaccino), 18ct. Solar Energy Produced Recyclable Single Serve Dairy Free Coffee Pods 100% Arabica Coffee California Roasted, KCup Compatible",MAUD'S,Not Happy With The Selection. One would hope that there would be an even number of the varieties. Only 2 Salted Caramel in a box of 80.,27,3
1,B07FX2N1T9,Grocery,"Whole Foods Market, Traditional Panettone, 3.5 Ounce",Whole Foods Market,Ridiculously expensive for us tiny muffin size. It was about as big as a muffin and almost $10! Ridiculous price. Doesn’t taste like a big traditional Italian PANNETONE.,28,4
1,B0C2H1772Q,Grocery,"Better Than Bouillon Vegetarian No Chicken Base, Made with Seasoned Vegetables, Certified Vegan, Makes 9.5 Quarts of Broth, 38 Servings, 8 OZ Jar (Pack of 2)",Better Than Bouillon,"WHY one STAR? This may be the greatest thing in the world, but the jar wasn't sealed! THAT, for me, is a total deal breaker.There were two little strips that when I twisted the lid, they didn't even break, just lifted and I could easily stick them right back on. NO inner seal and there was the liquid bouillon all over the rim.Now, I will say the vendor packaged the JAR WELL, so it didn't break, but the jar itself...well, when there is no way to tell if opened, how often, or how safe? Have to give ONE STAR.I will stick with Vegebase for now, as it tastes great AND was sealed.",113,5
1,B0BNP352NX,Grocery,"Bumble Bee Snack On The Run Buffalo Chicken Salad with Crackers Kit, 3.4 oz (Pack of 12) - Ready to Eat, Spoon Included - Shelf Stable & Convenient Protein Snack",Bumble Bee,Not very filling. Taste good but not really really filling overall,11,2
1,B087CSK3XK,Grocery,"bubly Sparkling Water, 8 Flavor Variety Pack, 12 fl oz. cans, (18 Pack)",Bubly,"Try One! Before you buy. Hoping to have a flavored water that was better, but it was awful.",18,3
1,B0BQZP39P8,Grocery,"Taco Bell Bold & Creamy, Spicy Ranchero Sauce, 8-Ounce (Pack of 6)",Taco Bell,"Spoiled on arrival. Unfortunately this product was spoiled, and runny, tasted like the seal was broken. And no returns accepted? You kidding me?!",23,4
1,B00O7G1F0C,Grocery,"Mishka Kosolapy, Belochka and Alenka Assorted Famous Russian Candies (1 LBS) Includes Our Exclusive HolanDeli Chocolate Mints",Red October,"Most horrible chocolate candy. I ordered this two years ago and they were really good. This year must have been left overs from two years ago. I can't describe the nasty stank old taste. Wafer ones are almost soggy, no crispness at all. The chocolate centers are hard as a rock and every one of the outsiders had a whiteness on it the tells me these are OLD!Cant return. Throwing away before someone in my family gets sick!Seller should be ashamed of themselves!",85,9
1,B07RWNNTJJ,Grocery,"Sugar Free Hard Candy Factor Zero Assorted Flavors (6 Pack Assorted) Coffee, Cherry, Mint, Lemon, Spearmint, Butter Cream. Individually Packaged Gift Boxes Candies. FZ-HC-ASSO-6",Z FACTOR ZERO,Disappointing. I bought these after reading reviews about wonderful flavors. I opened three different boxes to taste. Took one flavor each and stopped after that. I tossed the rest. Not wonderful flavor. I am disappointed about how far off the reviews were.,42,7
1,B005ZFUW4E,Grocery,The Wisconsin Cheeseman 21 Favorites,The Wisconsin Cheeseman,Don't do it. Not worth it. More stuffing material than anything.,11,3
1,B0785VS6ZX,Amazon Home,"FLORAL WTG Carnation 10 Stems, 1 EA",Floral (Colors May Vary),"20 carnations arrived with ""ALL"" of the flowers broken off at the top of the stems. I ordered 20 carnations and they arrived with ""ALL"" of the flowers broken off at the top of the stems. All of the carnations we're brown and dried out.I can't believe such a disastrous mess was delivered to me. They were a total waste of my money and they had to be thrown into the garage.",72,4
1,B08Q1LGHCY,Grocery,"SuperFat Nut Butter Keto Snacks - Macadamia & Almond Nut Butter Fat Bomb Paleo Snack For Energy, Metabolism & Brain Function, Gluten Free, Low Net Carb Box of 10 x 1.0 oz (MCT Probiotic)",SuperFat,Gritty syrupy texture and taste. I've been on KETO for a couple of weeks and I'm always looking for tasty high-fat treats to keep me in my ratios on target. After reading so many positive reviews I couldn't wait for this to arrive. I carefully kneaded it for a long time and was very surprised by the gritty syrupy texture and rancid taste. I will not buy again.,69,5
1,B00WS3V4BG,Grocery,"Campbell's Chunky Soup, Manhattan Clam Chowder, 18.8 oz can (Case of 12)",Campbell's,What happened? Every can dented and beat up. I figured well they should be fine they are not leaking. Wow was I wrong they have a horrible metallic taste to them and that's not right. So sadly I had to dispose of them because they were damaged and not edible. Very sad considering people around the world are starving and I couldn't share my soup with someone else. Hopefully anybody else who received a box of beat up cans lets customer service know.,83,7
1,B072C5F9DR,Grocery,"Rooibos Tea, USDA Certified Organic Tea, MY RED TEA. Tagless South African, 100% Pure, Single Origin, Natural, Farmer Friendly, GMO and Caffeine Free (80)",MY RED TEA,"ZERO FLAVOR - May as well just drink hot water. I colleague in Scotland recommended Rooibos tea, so I thought I would give this a try. There is ZERO taste. I tried putting 2 bags in the cup and still no flavor. Complete waste of money. Store brand black tea is a million times better.",54,6
1,B0895QJJC9,All Electronics,Cavender's All Purpose Greek Seasoning - 8 oz containers (Pack of 2)-,Cavender's,Not like the usual Greek spices. Don't like the taste at all! Does taste like flavored salt and totally ground up.,21,3
1,B00LLIF4B0,Grocery,"Mrs. Campbell’s Chow Chow, Hot Chow Chow, 16 oz",GOLDING FARMS,Jar appeared to be opened previously. This jar had product on the outside of the rim and on the lid. I will be throwing it away because I do not want to risk botulism poisoning. When I attempted a return I was advised it cannot be returned. I am very disappointed,51,5
1,B004MHZL5Q,Grocery,Greenmax Lotus Root Powder 10.5oz,Greenmax,Pricey. Very pricey and it doesn’t worth the price. It’s much cheaper to get it from Chinatown. And the quality isn’t even that good. Very disappointing.,26,5
1,B0B97KFYTR,Grocery,"Orville Redenbacher's Movie Theater Butter Microwave Popcorn, 3.29 oz Classic Bag, 12 ct",Orville Redenbacher's,Orders differed. I understood I woul get the same amount/ price as the movie theatre popcorn. I received the box of 24. The kettle corn (same price) I only received 1 box of 6.?? I wanted the same boxes of 24 bags.DisappointedMrs Via,43,5
1,B07D3F51N5,Grocery,"Better than Bouillon Premium Roasted Beef Base & Roasted Chicken Base 8 oz Jars, 2 CT",Better Than Bouillon,"Total Scam! Total Scam! Pictured 5 but sending 2. Pictured Organic, sent regular. Read the reviews Before ordering",18,5
1,B08RZ1PMST,Grocery,International Delights Cinnabon Coffee Creamer Singles - 50 Count,River Finn Organics,Everything with stuck together couldn’t use. No cinnamon flavor at all. All the Little containers were stuck together because a few of them were smashed and leaked all over the others.,31,3
1,B07DGXHWDD,Grocery,"Amazon Fresh - Dairy Whipped Topping, Ultra-Pasteurized, Kosher, 13 oz (Previously Happy Belly, Packaging May Vary)",Happy Belly,Very disappointing. What a disappointment. Sprays a too soft stream which flops and slides off the cake within a minute.,20,3
1,B0787Z9PZH,Grocery,"Klare Melk, Raw Gouda Truffle",KLARE MELK,They give you regular Gouda.. It’s not clear that they actually have this. I got regular hard and not so good Gouda instead like another user. Avoid.,27,4
1,B09BRG5RW1,Grocery,Evergreen leaves Green Box (Pack of 3),Evergreen leaves,Foreign Product - Not As Shown in Picture. Foreign product - not as shown.,12,2
1,B07174HSDY,Grocery,"Pork Butt Steak Boneless, 12 oz",USDA Choice,"Arrived rotten TWICE. We ordered and liked these several times and then got a disgusting pack that smelled bad and was simply dangerous to eat. We decided to try them again, because what are the chances of that happening again? Well, the chances were good apparently and although the expiration date is not until November 4th, the meat was already slimy and putrid-smilling. No more.",66,5
1,B09TLNW3MZ,Grocery,"Cracker Barrel Single Bowl Sharp White Cheddar Macaroni and Cheese Dinner (3.8 oz Bowls, Pack of 6)",Cracker Barrel,Oh no.. If you're big and picky on cheese flavors this is not the 1. Yes so I'm a macaroni and cheese lover has been my whole life I Have tried every macaroni and cheese on the market and and every restaurant ends OMG this just was not right there flavor is gross and there's something wrong with the Have tried every macaroni and cheese on the market and and every restaurant ends OMG this just was not right there flavor is gross and there's something wrong with the noodles I don't think they should be soaked in water,99,3
1,B08944KRL2,Grocery,"Madras Lentil Tasty Bite Organic Indian Madras Lentils,10 Ounce (Pack of 8)",Madras Lentil,MUCH TOO SALTY! MUCH TOO SALTY! The taste is great but I can't deal with all of that sodium.,19,3
1,B00X5FU8CW,Grocery,"Davidson's Tea Bulk, Jasmine Almond with Orange, 16-Ounce Bag",DAVIDSON'S,"Forget Beer Face, I have a case of Tea Face. Nothing beats a creamy, sugary cup of steaming hot tea on a cold and rainy day (I live in Washington, so I drink a lot of tea).I usually buy loose tea at the grocery store, the price isn't great at $24.99lb but the taste is so far above the drab Lipton tea bags I grew up with that now I can't bear to drink tea from teabags. It's like watching television on a tiny black and white after a few weeks of using a a nice flatscreen, horrible and strange.The price for this Davidson's Irish Breakfast was so much lower than what I get at the grocery store that I thought, 'ha! It must be my lucky day!'Well, when something seems too good to be true, it usually is.From the moment I opened the bag, the tea smelled wrong. I still had a few teaspoons of Irish Breakfast from my last visit to the grocery store and when I compared the teas they looked noticeably different. The grocery tea, hereafter known as 'Good Tea' was darker, the tea leaves more solid with occasional bits of bronzyness scattered willy nilly throughout. The 'Good Tea' was not just slightly darker, it was several shades darker. Also, the Davidson's Irish Breakfast had a grayish-green tinge to it. In fact, it looked a lot like the oolong tea I bought last year and have yet to finish (guess I'm not an oolong girl).I made a cup for my hubby, adding just the right amount of cream and sugar. When he's busy working, sometimes I think he'd drink a cup of soy sauce, as long as it was hot and he didn't have to fetch it himself, he's just so distracted, but he took one sip of the Davidson's and made a sour face. Anyways, he wouldn't drink it and I had to toss my cup down the drain too. There's no amount of sugar, cream or lemon slices that can fix this hellish brew. Sorry, but I'd give this a pass.",351,16
1,B001EQ5HL6,Grocery,"Nairn's Stem Ginger Oat Biscuits, 7.1-Ounce Boxes (Pack of 6)",Nairn's,"Contains inulin which is not listed online. Warning! These contain inulin, which is not listed in the online ingredients. Many people have a bad reaction to inulin. I wish I hadn’t bought these",33,5
1,B07VBB4S75,Grocery,Chives-Freeze Dried HALF POUND-Heat Sealed for Freshness 8 OZ,Naturejam,"Disappointed. Maybe I just got a bad bag but these chives have absolutely no flavor to them, unlike the freeze dried chives I normally buy. Very disappointed. I read the reviews before buying them so I didn't expect this at all, especially considering all the 5 star reviews. Definitely won't buy these again.",53,5
1,B071GGZNMQ,Grocery,"AIVA - Cashew Pieces Raw Premium Grade Quality, 5 lb (PACKAGE MAY VARY)",AIVA WE BELIEVE IN QUALITY,"good value, but make my throat scratchy compared to other brands. The best value I could find. I use them for making cashew milk. I soaked them overnight and blend them in my NUTR in the morning. Flavor is good. Taste fresh. *BUT* ==>Unfortunately, since I switched to THIS brand, I find that my throat gets scratchy and I start coughing after eating them and it lasts for hours. I am NOT allergic to cashews. I did not have this problem with another brand that I was using: Anna and Sarah Raw Cashews in Resealable Bag (3 Lbs). I will be going back THAT more expensive brand, because I think the quality is better. I tested my theory out today by roasting some of the Anna & Sarah Cashews and eating them and I had no reaction. Therefore, I cannot recommend these AIVA Cashews. There is something ""off"" about them.",149,13
1,B07F8B78J6,Grocery,"McCafe Frappe Coffee Beverage, Caramel, 13.7 Fluid Ounce (Pack of 12)",McCafé,I don’t recommend. Bought 3 cases and all of them tasted nasty and spoiled.,14,2
1,B0C7NHC6TS,Grocery,"Del Monte Bottled Tomato Ketchup, 24 Oz",Del Monte,Didn’t like it at all. Didn’t like this at all. Flavor wasn’t something I want again,16,3
1,B08Y71JS55,Grocery,"Pure Leaf Pack, Passionfruit Green Tea, 18.5 Fl oz Bottles (Pack of 12)",Pure Leaf,I'm very disappointed of this wasted money on it I really wish I could be refunded. I bought this because it's passion fruit but it tastes more like water,29,2
1,B09HRDTD9N,Grocery,"OREO Chocolate Marshmallow Sandwich Cookies, 1 Family Size Pack (17 oz.)",Oreo,Not Golden at All. Not nearly as good as the original.,11,2
1,B00CFX8PAW,Grocery,"Jyoti Organic Black Beans, 10 Ounce (Pack of 6)",Jyoti,"Canned beans are cheaper & a better buy. I bought these so they'd be an easy meal, as I do not have a kitchen where I live. I didn't realize that these are just like canned black beans & are in a syrup that needs to be rinsed off before the beans are consumed. The taste of these is fine, but the syrup is messy & not something I'd want to eat.Because of this, I won't buy these again. It's much more economical to buy canned beans than these, anyway. Not recommended.",89,6
1,B00OG8NZTU,Grocery,"Nongshim Neoguri Spicy Seafood with Udon-Style Noodle, 4.2 Ounce (Pack of 10)",Nongshim,"Not the ramen for me. I pretty much didn't like this product start to finish. I wanted to try some variety in ramen noodles, because I love Nissin's Cup Noodle and Smack Ramen (No, I don't work for Nissin. I just love their brand.) I was really hoping to enjoy these, but when prepared as intended, it tasted of spicy river water to me. I tried leaving out various ingredients, but even the size and texture of the noodles didn't sit well with me. I'm not saying it's a bad product. It's just not for me.",96,8
1,B01IMELEJG,Grocery,Prima Taste Wholegrain Curry Lamian 185g Pack of 6,Prima Taste,Noodles Rancid Not Eligible 4 Refund. Noodles were rancid this item is not eligible to return for a refund.,19,2
1,B08Y66VR34,Grocery,"Organic Blanched Roasted Hazelnuts, 2 Pounds – Non-GMO, Dry Roasted Filberts, No Skin, Whole Nuts, Unsalted, Kosher, Vegan, Bulk. Keto Snack. Great for Baking, Salads, and Granola.",Food to Live,"Not fresh No Best By Date. I buy A LOT of hazelnuts as I'm allergic to peanuts and almonds. This was my first (and probably last) time buying this brand. I was excited to find organic hazelnuts at a reasonable price. However, they did not taste fresh.......and there was no ""best by"" date to be found anywhere which I find suspicious. Hopefully they'll make okay hazelnut butter as I hate wasting food.",73,6
1,B08BSTW4B9,Grocery,Paterson's Scottish Cream Shortbread Selection 500g (Pack of 3),Paterson's,"Their aweful compared to Walkers. Spend the difference, you'll be glad you did‼️",13,2
1,B0BGYRCS53,Grocery,Authentic Japanese Shizuoka Wasabi paste 42g. Imported from Japan by Tamaruya,Shizuoka,"Not at all what I was expecting. I wasn't very impressed with this at all. It has a dark green watery baby poop texture. It doesn't have a very good flavor either. Also read the ingredients before you purchase. If you are trying to keep artificial ingredients out of your diet, this isn't for you.",55,6
1,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,"Not my thing. Entirely too soft, maybe it’s because I’m more of a chewy caramel kind of person, with slight hardness.",21,2
1,B07X56T27Q,Grocery,"Anna and Sarah Pitted California Deglet Noor Dates in Resealable Bag, 1 lb (1 Pack)",Anna and Sarah,"WARNING: Packaging facility may have cockroaches... The packaging facility for Anna and Sarah may contain an above average amount of cockroaches. I bought a bag of dates and a bag of rotten figs, both bags had at least one dead cockroach in each bag (and what appears to be insect fecal matter inside some of the dates). I did not ask for a refund for the dates because I ate about 1/2 of the bag with only about seven bad dates before realizing that the rest of the dates were not really worth picking through. (I also did not really want to bother the people at Anna and Sarah again to get a refund.) I did receive a refund for the figs.",123,6
1,B079DT759Z,Grocery,Cauliflower,Produce (Brands May Vary),Threw it out. Arrived rotten. Poor shoppers. Fresh veggies are a gamble. Sometimes too close to date and sometimes arrives rotten.,21,5
1,B07Y7F14HW,Grocery,"Fettuccine Pasta, 8 ounces - PACK OF 2",Great Low Carb Bread Co.,Would definitely never purchase again. I was on the keto diet and wanted pasta to enjoy with my my homemade sauce. The pasta texture resembled wet cardboard and tasted just like what I would assume wet cardboard tastes like. I took one small bite and threw all the pasta in the trash.,52,4
1,B017VBU5LE,Grocery,"Farmer's Market Foods Organic Butternut Squash, 15-Ounce Cans (Pack of 12)",Farmer's Market Foods,I will use them but I would like this butternut squash too. I recieved 2 cases of sweet potatoes.One should have been butternut squash.,24,2
1,B0BV9733F9,Grocery,"Kevala Organic Extra Virgin Sesame Oil, 1 Gallon (128 Fl Oz)",kevala,"Not real. It doesn't look, smell or taste like sesame oil. Sesame oil has a high smoke point and this smoked up really quickly. Not good.",26,4
1,B0BC2ZMJPG,Grocery,"Power Up Trail Mix Gourmet Nut Bag, Mega Omega, 14 Ounce",Power Up,"BEWARE! NO REFUND if unsatisfied, even for expired product. This item is very well priced and a very good seller on Amazon, so I hate that I happened to have a bad experience with buying this but felt others should know it's not refundable if they send you a bag that's near expiration date and too old and funky smelling to even attempt to eat! I still don't see that information at the top telling me it's not refundable but oh well! I bought a total of 4 bags 2 Protein & 2 Mega Omega for $18 that had expiration dates 05/12/21 & 10/12/21 respectively, both tasted equally as old, the fruit didn't seem to be affected as the nuts in the packages but for the price, I just can't choke them down. I was dissatisfied over the no refund policy and talked with a Customer Service Rep who smoothed things over for me on this purchase. I just thought others should be aware, if you get expired or stale bag of nuts, they don't offer a refund on this!!! If you as me, that's a rotten policy for something like nuts that spoil very easily. Sadly this will be my last attempt to purchase nuts if that's their policy.",212,9
1,B06XW6CS1H,Grocery,"Knorr Pasta Sides Pasta Side Dish, Smokehouse Bacon Parmesan 4 oz (Pack of 12)",Knorr,"NOT what it claims. howdy y'all,i bought this before the previous reviewer posted. [*sigh ...*]this is NOT bacon-y.the package front lists ""with bacon bits"", the ingredients list ""bacon"", the product name says ""cheesy bacon macaroni"" AND there are what appear to be bacon bits on the front-of-the-package product picture. all four claims appear to be flat out, tee-total, unmitigated lies.there are NO bacon bits in it. i searched the 2nd package after the 1st seemed so un-bacon-y. [*grin*] there is a vague, very faint scent of bacon in the cheese powder. there is NO bacon flavor to the finished product. i suspect there is a small amount of ""powdered, bacon-like substance"" in the package.the finished product is also a very low quality. i've had better mac-n-cheese with no-name microwave macaroni and cheese products.i bought an entire CASE of this ""stuff"" and the only way i can make myself eat it is by adding it to a [separately cooked] batch of this ...[[ASIN:B000E1FZ96 Kraft Easy Mac Dinner, Extreme Cheese, 12.9-Ounce Boxes (Pack of 8)]]the kraft easy mac is really quite good! [*grin*]take care,lee",198,3
1,B0BHWWV94T,Grocery,"Ortega Tortillas, Flour, 6 Inch, 12 Count (Pack of 12)",Ortega,"Did not like flavor. I could not find flour tortillas on Amazon in 1 inexpensive pack?Only kind that were fairly affordable were these cauliflower ones, never had before.I love cauliflower but not in tortillas.Strange flavor, bitter, yet also sweet? Strange.Tortillas were not large, just average size 8 each for over $8.00. Not worth it.I tried making burritos and also nachos.But hard to get used to flavor.I like corn and regular flour tortillas.But I admit I do like Spinach and Tomato wraps too but they are very expressive.These cauliflower tortillas not a good flavor to me.My daughter 28 did not like them either.",103,5
1,B00NTQ8TZU,Grocery,"Ball Park Hot Dog Buns, 14oz, 8 count (Pack of 1)",Ball Park,These always taste like they're 3 days old... There's just something not right about these hot dog buns. They always taste about 3 days old. I really shouldn't buy them again.,31,4
1,B07Z2B21K7,Grocery,Innofoods Organic Dark Chocolate Nuggets with Coconut & Super Seeds,InnoFoods,Don’t buy if it’s hot! If you order this product during warm or hot weather it will come totally melted! They don’t use anything to keep the chocolate from melting.. Waste of money! And there is a No return policy!!,40,5
1,B096T4RCWX,Grocery,Chicago French Press - Vanilla Bean Blossom - Freshly Roasted Whole Bean Coffee,Chicago French Press,"Wanted so badly to love it. lackluster, after much anticipation, that is the only word that comes to mind after sipping a cup of the vanilla. Method: course grind, purified water, french press. the quantity did not bother me, coffee is a vice, not a necessity, and for good coffee there us usually a arm and leg given. What hurts is, I could have put what I paid for this toward some truly richeous Jamaica Blue Mountain and been in my bliss. This coffee was a miss for me.",89,4
1,B000HM503S,Grocery,"Brach's Milk Maid Caramels, 5 Pound Bulk Candy Bag",Brach's,"When I opened the caramels they are very soft but does not taste like Brach's caramels at all very very grainy (sugar) like ... I just bought this product, please notice the wrapper's on the caramels say Brach's. When I received my 5lb bag it was just the wrapper with no Brach's writing on the wrapper's, I didn't think to much about that. When I opened the caramels they are very soft but does not taste like Brach's caramels at all very very grainy (sugar) like the sugar did not melt. Just horrible. I would not recommend this product waste of money.",101,6
1,B07S196N61,Grocery,"Tootsie Caramel Apple Pops, Bag Of 48",Tootsie Roll,Old and out of date. I have bought these suckers so many times and it is as though they were smashed with a hammer they were so old and brittle.,30,2
1,B07VV7T465,Grocery,"Taylors of Harrogate Green Tea with Jasmine, 20 Count (Pack of 6)",Taylors of Harrogate,Smell bad. The taste and smell of the tea at least for me was not good.,16,2
1,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,"Previous purchases were great, but this one not so great. I have bought these caramels several times, they are my favorites. I purchased these a couple weeks ago and it was time to break into my favorite treat. I was surprised to find melted caramel inside the container. When I tried to unwrap the caramel it was extremely soft, the paper stuck to it and I had to scrape if off the paper. Usually they are firm, hold their shape and come off the paper easily. It also has no sea salt taste. I am hoping this is a anomaly and not their usual going forward. I can't return them as they are a food product, so it's an pricey waste. The lot number listed on the bottle is 22146 use by 2/22/2023. I hope someone just didn't cook the caramel enough or something. I really them but not in this condition.",154,12
1,B0983XXS77,Grocery,"Panera Bread Baked Potato Soup, 32 oz",Panera,"Totally AWFUL!!! Packed full of crap... potatoes"" were hard and it tasted like salted bacon cardboard...NOPE!",17,3
1,B0813SV1KJ,Grocery,"Royal Dansk Danish Butter Cookies Box, 8 Ounce",Royal Dansk,"Disappointed. While the product arrived fresh it didn't taste good, they are not what they used to be at all, my mother used to keep them around the house when i was a kid they were delicious and truly a treat, very dense and crunchy with actual real butter taste and so much sugar on top now they are very airy and fragile and taste like cheap lard or margarine not butter and barely have sugar on them. I didn't have those in over 10 years i was excited to find them on Amazon and I remember all my childhood memories when my mother used to give me these with tea but now they are really disappointing and taste very bad.",121,3
1,B07BHW56KG,Grocery,"Xango Reserve / Mangosteen Juice, 1 Case (4 Bottles) Premium Mangosteen Juice",MSNOR,How do I know what the expiration date is? I have been drinking Xango on and off for over 10 years. It helped me through Chemo in 2008/2009. It helps me sleep better too.,35,4
1,B088V9S8YJ,Grocery,"Nature's Eats Nuts for Energy Mega Trail Mix, Oz Assorted 16 Ounce",Nature's Eats,Keep searching if you like *nuts*. Don’t buy this!! I dislike the ratio of *nuts* to sweets; too *few* nuts!! Nuts for energy is misleading!!,25,4
1,B0BXMBYJ7P,Grocery,"Monster Energy Assault, Energy Drink, 16 Fl Oz (Pack of 24)",Monster Energy,How can you outdated products. Terrible taste! Bought 2 cases and my son bought one on his own. All 3 were the older style cans and have a weird taste. Outdated and possibly stored in high temperatures for too long. Very disappointed with our order. Completely different taste and the after taste is worse.,54,7
1,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,Too sweet&chewy. I do not think I will buy this again,12,2
1,B0BHZYFPPV,Grocery,Peach Rings Gummy Candy Bundle. Includes Twelve 2.5 Oz Snack Size Bags of Snak Club Tajin Peach Rings. Snak Club Tajin Peach Rings are Vegan Candy! Comes With a BELLATAVO Fridge Magnet!,BELLATAVO,"They are awful. I have tried many things in my life, most of them purchased off Amazon, and these are terrible. It isn't just the chili-lime - I really like chili-lime mango slices - but the apple and the watermelon are truly unpalatable. Synthetic - worse than synthetic, the have a chemical profile, you can hardly taste the fruit they are supposed to represent. Only the mango is passable, and even there, just barely. They might take it to a 1.5, if such was an option, but instead I'm rounding down because the other two are just that awful. A rare occasion where I couldn't finish even the second bag of the watermelon, I ended up throwing the rest of the box into the fire.Terrible. Do not recommend.",127,8
1,B0B5WGMXNB,Grocery,"Terrasoul Superfoods Organic Pumpkin Seeds, 4 Lbs - Premium Quality | Fresh | Raw | Unsalted",Terrasoul Superfoods,"PLEASE NOTE THAT THESE ARE FROM CHINA SO MAY NOT BE ORGANIC. If you are paying extra bucks for organic, and the product turns out to be from China, makes me very disappointed. Simply because this may or may not be organic, since China has very different regulations. At this point, the USDA Organic approval doesn't even make sense anymore. I wish they would print the ""Product of China"" in the front.We as buyers need to scan the packaging to not be deceived.",83,5
1,B07PWZVG6M,Grocery,"Za'atar by Z&Z (Zaatar/Zatar/Zahtar) – Premium Za'atar, 8oz – Middle Eastern Spice Mix you can Snack on",Z&Z,"DIDN't LIKE IT. TOO STRONG. I found this Zaatar to be too strong & overpowering on my naan. I didn't like it.I like many Moroccan, Middle Eastern & Indian spices which I use constantly so i was surprised to dislike this one so much. Disappointed",43,5
1,B00I2ZQ5DG,Grocery,"Ritter Sport Mini Chocolate Squares, 2 lbs in a BlackTie Box",Black Tie Mercantile,"Not as advertized! Only a few of different variety, 90% were all milk chocolate with nuts!!! Not what was advertised!!",20,3
1,B07CK1RP35,Amazon Home,Wilton Chocolate Pro Fountain Fondue Chocolate - Chocolate For Fountain,Wilton,"Good Chocolate But Oily. This tastes OK, but using it in the Wilton mini fountain is a joke. That thing didn't work worth squat. Impossible to clean and doesn't stay hot enough to circulate the chocolate.",36,4
1,B0BRPQZT3F,Grocery,"By The Cup Unbearably HOT Cinnamon Gummy Bears Bulk Candy, 1 Pound Bag",By The Cup,That this product is so hard can't be eaten. Didn't taste to hard to chew and it's a gummy bear,20,2
1,B000FGAJSC,Grocery,"Karen's Naturals Just Peaches, 1.2 Ounce Pouch (Packaging May Vary) All Natural Freeze-Dried Fruits & Vegetables, No Additives or Preservatives, Non-GMO",Karen's Naturals,Does not have persimmon taste. Quick shippingProduct does not come close to tasting like persimmon it is tasteless.,18,2
1,B088ML8BC4,Grocery,"Soft and Chewy Caramels - Lovely Co. 6 oz. Bag - Old Fashioned Style, Authentic Caramel Candies - Non-GMO, Soy & HFCS-Free, Gluten-Free and Kosher!",Lovely Candy Co.,These don't taste like caramels. These are hard and not chewy. They have a strange taste that seems burnt. They are the worst caramels that I've ever purchased. If you want good caramels try Tara's. They are also sold by Amazon and come in different flavors.,46,6
1,B0C5K1WFX9,Grocery,"Bob's Red & White Bob's Sweet Stripes Soft Candy, 61.73 Ounce, Peppermint, 350 Count",Bobs,When you expect SOFT and get HARD! We have been buying Bob's SOFT Peppermint for years. We now have 350 pieces of HARD Peppermint. One might think they may be stale. Plus they seem to have more peppermint taste making them too strong.,43,5
1,B00T3M0R2C,Grocery,"ThinSlim Foods Keto Food Bagels | Keto Bread or Keto Snack Breakfast Alternative | Low Carb Cinnamon, 4 Pack (6 Diet Bagels Per Keto Friendly Food Pack)",ThinSlim Foods,These went bad really quickly. They were not very good. Extremely dense. Definitely have a different flavor and texture. They went bad really quickly in my fridge.,27,5
1,B004L6HNP4,Grocery,"Monin Flavored Syrup,Huckleberry, 33.8-Ounce Plastic Bottle (1 Liter)",by             Monin,Like cough syrup. I love most Monin syrups but this one was awful. I love huckleberries but this tasted nothing like them. No one liked it. I was extremely disappointed. I dumped the contents and put the bottle in recycle. Have no idea how this got such high reviews because it’s simply awful.,53,7
1,B014KLVHQU,Grocery,Teas' Tea Organic Lightly Sweet Peach Ginger Black Tea 16.9 Ounce (Pack of 12) Organic Cane Sugar Sweetened,Teas' Tea,"Cannot be organic. This cannot be organic, look at the info on bottle; “product of Thailand” – made with “filtered water”-(Filtered water is tapwater run through a filter – which means it is water from Thailand, poured through a filter, and shipped to the US). How it has a US federal “USDA“ stamp on it is beyond me.",57,3
